1	0.7051	0.6576	0.5918	0.6252
2	0.8631	0.7973	0.7662	0.462
3	0.9149	0.8635	0.809	0.3681
4	0.9345	0.8871	0.8418	0.3194
5	0.9572	0.909	0.8667	0.2621
6	0.9666	0.921	0.8912	0.2281
7	0.9771	0.9422	0.9132	0.188
8	0.9823	0.9457	0.9265	0.1658
9	0.9876	0.9617	0.9394	0.1367
10	0.9891	0.9633	0.9485	0.1267
11	0.9913	0.9688	0.9531	0.1122
12	0.993	0.9751	0.961	0.0979
13	0.9949	0.9761	0.9684	0.0838
14	0.996	0.9766	0.9693	0.0786
15	0.9958	0.979	0.9684	0.0778
16	0.9958	0.9766	0.9689	0.077
17	0.9967	0.9825	0.9776	0.0673
18	0.9965	0.9788	0.9755	0.0679
19	0.9969	0.9825	0.9767	0.0643
20	0.9972	0.9829	0.9767	0.0624
21	0.9979	0.9879	0.9809	0.0506
22	0.9976	0.9862	0.9817	0.0529
23	0.9976	0.9875	0.9809	0.0546
24	0.9986	0.9866	0.9813	0.0479
25	0.999	0.9858	0.9817	0.0413
26	0.9986	0.9884	0.9871	0.0412
27	0.9989	0.9867	0.9859	0.0413
28	0.9991	0.9892	0.9863	0.0368
29	0.9992	0.9896	0.9888	0.0338
30	0.9991	0.9884	0.9884	0.0351
31	0.9987	0.9908	0.9875	0.0399
32	0.9991	0.9896	0.9871	0.0357
33	0.9989	0.9908	0.9871	0.0346
34	0.9989	0.9863	0.988	0.037
35	0.9992	0.9904	0.9888	0.0328
36	0.9993	0.9917	0.9896	0.03
37	0.999	0.9921	0.9888	0.0334
38	0.9993	0.9888	0.9896	0.0326
39	0.9994	0.9908	0.9871	0.031
40	0.9992	0.9909	0.9896	0.0308
41	0.9994	0.9896	0.9892	0.0296
42	0.9996	0.9925	0.9909	0.0243
43	0.9992	0.9905	0.9909	0.0306
44	0.9994	0.9909	0.9904	0.0292
45	0.9993	0.9929	0.9888	0.0282
46	0.9993	0.9917	0.9904	0.03
47	0.9993	0.9913	0.9904	0.0281
