1	0.7295	0.6721	0.6567	0.6109
2	0.8878	0.8287	0.8097	0.4253
3	0.9275	0.8756	0.8384	0.3408
4	0.9539	0.9129	0.8744	0.2702
5	0.9679	0.9231	0.8993	0.2261
6	0.9758	0.9416	0.9178	0.1952
7	0.9815	0.9487	0.9304	0.1671
8	0.9849	0.9474	0.9354	0.1519
9	0.9892	0.958	0.9509	0.1282
10	0.9901	0.9651	0.9493	0.1225
11	0.9938	0.9727	0.9615	0.0975
12	0.9949	0.9735	0.9632	0.0871
13	0.9961	0.9793	0.9701	0.0775
14	0.9971	0.9794	0.9738	0.0688
15	0.997	0.977	0.9738	0.0667
16	0.9967	0.9766	0.9742	0.0699
17	0.997	0.9847	0.975	0.0627
18	0.9976	0.9779	0.9755	0.0619
19	0.998	0.984	0.9787	0.0548
20	0.9981	0.9848	0.982	0.0512
21	0.9981	0.9844	0.9816	0.0515
22	0.999	0.9873	0.9877	0.04
23	0.9987	0.9865	0.9832	0.0458
24	0.9992	0.9906	0.9877	0.035
25	0.9989	0.9869	0.9865	0.0386
26	0.9988	0.9873	0.9845	0.042
27	0.999	0.9897	0.9845	0.0375
28	0.9994	0.9889	0.9877	0.0319
29	0.9988	0.9893	0.9865	0.0402
30	0.9995	0.9926	0.991	0.0268
31	0.9993	0.9889	0.9877	0.0332
32	0.9993	0.993	0.989	0.0303
33	0.9993	0.993	0.9914	0.0281
34	0.9992	0.9902	0.9873	0.0344
1	0.7292	0.6706	0.6579	0.6111
2	0.8879	0.8297	0.8093	0.4251
3	0.9268	0.8755	0.8372	0.3423
4	0.9532	0.9111	0.8719	0.2717
5	0.9678	0.9211	0.8977	0.2254
6	0.9756	0.9402	0.9141	0.196
7	0.9813	0.9521	0.928	0.1674
8	0.9853	0.9467	0.9304	0.1509
9	0.9889	0.9575	0.9497	0.1294
10	0.9901	0.9655	0.9513	0.1219
11	0.994	0.9743	0.9624	0.0951
12	0.995	0.9752	0.9656	0.085
13	0.996	0.9757	0.9673	0.0792
14	0.9969	0.9794	0.9722	0.0705
15	0.9973	0.977	0.9722	0.065
16	0.9967	0.9782	0.9734	0.07
17	0.9969	0.9835	0.9771	0.0633
18	0.9978	0.9811	0.9779	0.0601
19	0.998	0.9831	0.9771	0.055
20	0.9982	0.9836	0.982	0.0512
21	0.9981	0.9852	0.9836	0.051
22	0.999	0.9873	0.9881	0.0395
23	0.9985	0.9836	0.9832	0.0483
24	0.9991	0.9893	0.9877	0.0358
25	0.9992	0.9902	0.989	0.0347
26	0.9989	0.9885	0.9853	0.0408
27	0.9992	0.9893	0.9869	0.0356
28	0.9994	0.9906	0.9881	0.0323
29	0.9989	0.9877	0.9869	0.0395
30	0.9994	0.991	0.9918	0.0288
31	0.9993	0.9898	0.9885	0.0324
32	0.9993	0.991	0.9898	0.0306
33	0.9993	0.9926	0.9926	0.0283
34	0.9991	0.9914	0.989	0.0331
35	0.9992	0.9914	0.9894	0.0309
36	0.9996	0.9906	0.9914	0.0262
37	0.9995	0.9906	0.9894	0.0287
38	0.9994	0.991	0.9877	0.0301
39	0.9995	0.9914	0.9894	0.0276
40	0.9996	0.9914	0.9902	0.0251
41	0.9996	0.993	0.9926	0.0223
42	0.9993	0.9918	0.989	0.029
43	0.9997	0.9939	0.9947	0.0213
44	0.9997	0.9914	0.9943	0.021
45	0.9996	0.9906	0.9922	0.0263
46	0.9995	0.9943	0.9947	0.0216
47	0.9997	0.9939	0.9935	0.0209
48	0.9996	0.9914	0.9906	0.024
49	0.9996	0.9914	0.9926	0.0251
50	0.9997	0.9939	0.9922	0.0215
51	0.9995	0.9926	0.9918	0.0243
52	0.9995	0.993	0.993	0.0244
53	0.9997	0.993	0.9918	0.0223
54	0.9995	0.9938	0.9918	0.0232
55	0.9996	0.9906	0.9935	0.0237
56	0.9996	0.9902	0.9894	0.0255
57	0.9996	0.993	0.993	0.0232
58	0.9997	0.9934	0.9914	0.0217
59	0.9997	0.991	0.9885	0.0243
60	0.9998	0.9918	0.993	0.0201
