1	0.6993	0.6724	0.5354	0.6388
2	0.873	0.8185	0.8058	0.4617
3	0.9271	0.8763	0.8379	0.3448
4	0.9532	0.9052	0.875	0.2731
5	0.9668	0.9264	0.8971	0.2296
6	0.9766	0.9369	0.9087	0.1928
7	0.9831	0.9463	0.9333	0.1625
8	0.9869	0.9581	0.9429	0.142
9	0.9903	0.9641	0.9504	0.1201
10	0.9924	0.9683	0.9542	0.1079
11	0.9933	0.9715	0.9646	0.0982
12	0.9946	0.9691	0.9683	0.0895
13	0.9961	0.9782	0.9725	0.0756
14	0.9953	0.9761	0.9717	0.0826
15	0.9975	0.9807	0.9754	0.0621
16	0.9972	0.9792	0.9792	0.0636
17	0.9969	0.9762	0.9738	0.0689
18	0.998	0.9837	0.9783	0.0553
19	0.9985	0.9854	0.9812	0.0502
20	0.9979	0.9796	0.9796	0.0566
21	0.9984	0.9846	0.9825	0.0483
22	0.9988	0.9891	0.9842	0.0424
23	0.9993	0.9912	0.9883	0.0333
24	0.9989	0.9846	0.9858	0.0408
25	0.9986	0.9854	0.9842	0.0444
26	0.9992	0.9875	0.9883	0.0357
27	0.9991	0.9908	0.9883	0.034
28	0.9992	0.9879	0.9904	0.0345
29	0.9991	0.9904	0.9892	0.0337
