1	0.7572	0.7035	0.6382	0.5847
2	0.9008	0.8761	0.7823	0.3932
3	0.9474	0.9132	0.8481	0.2888
4	0.9635	0.9276	0.8876	0.2393
5	0.9775	0.9473	0.9201	0.1863
6	0.9838	0.9575	0.9311	0.1568
7	0.9886	0.9627	0.9491	0.1307
8	0.9907	0.965	0.9548	0.118
9	0.9938	0.9693	0.9594	0.0957
10	0.9947	0.9736	0.9625	0.0899
11	0.9973	0.9787	0.9739	0.0667
12	0.998	0.9822	0.9749	0.0588
13	0.9975	0.9795	0.9781	0.0621
14	0.9982	0.9812	0.977	0.0542
15	0.9982	0.9837	0.983	0.0503
16	0.9984	0.9848	0.9834	0.049
17	0.998	0.9865	0.9799	0.0514
18	0.9979	0.9862	0.9823	0.0502
19	0.999	0.989	0.9869	0.0384
20	0.9991	0.9876	0.9855	0.0378
21	0.9991	0.9852	0.9848	0.0386
22	0.9992	0.9894	0.9883	0.0329
23	0.9991	0.9897	0.9894	0.0321
24	0.9995	0.9905	0.9912	0.0269
25	0.9995	0.9933	0.9912	0.0268
26	0.9995	0.9905	0.9915	0.0278
27	0.9994	0.9894	0.9894	0.0277
