1	0.7531	0.682	0.6906	0.5912
2	0.8916	0.8624	0.7666	0.405
3	0.9426	0.9121	0.8447	0.2963
4	0.9653	0.9386	0.882	0.2296
5	0.9767	0.9509	0.9168	0.1836
6	0.9847	0.9585	0.9283	0.1518
7	0.9896	0.9607	0.9455	0.1251
8	0.991	0.9657	0.9487	0.115
9	0.994	0.9707	0.9606	0.094
10	0.9937	0.9725	0.9649	0.0933
11	0.9966	0.9772	0.9684	0.0743
12	0.9969	0.9812	0.9728	0.0657
13	0.998	0.9813	0.9799	0.056
14	0.9968	0.982	0.9796	0.0608
15	0.9984	0.9856	0.9799	0.0494
16	0.998	0.981	0.9806	0.0525
17	0.9986	0.9831	0.9831	0.0459
18	0.9985	0.9863	0.9821	0.0451
19	0.9988	0.9874	0.986	0.0413
20	0.9984	0.9846	0.9831	0.0455
21	0.9992	0.9882	0.9875	0.0363
22	0.999	0.9878	0.9835	0.0391
23	0.9994	0.9892	0.9882	0.0323
24	0.9994	0.9907	0.9885	0.0305
25	0.9994	0.9903	0.9889	0.0301
26	0.9996	0.9928	0.9921	0.0242
27	0.9996	0.9918	0.9932	0.0253
28	0.9996	0.9921	0.9921	0.0243
29	0.9997	0.9935	0.99	0.0235
30	0.9994	0.9918	0.9914	0.0282
31	0.9996	0.9925	0.9925	0.0233
32	0.9998	0.9943	0.9957	0.0187
33	0.9998	0.9957	0.9928	0.0177
34	0.9996	0.995	0.9932	0.0203
