1	0.7523	0.6602	0.7262	0.59
2	0.8855	0.8524	0.7775	0.4108
3	0.935	0.9066	0.8365	0.315
4	0.9591	0.9275	0.8817	0.2488
5	0.9707	0.9451	0.906	0.2055
6	0.9806	0.9555	0.9262	0.1703
7	0.9857	0.9599	0.9375	0.1442
8	0.9879	0.9643	0.9438	0.1306
9	0.9906	0.9684	0.9516	0.1158
10	0.9933	0.9696	0.9566	0.098
11	0.9955	0.9769	0.9703	0.082
12	0.9968	0.9808	0.9721	0.0707
13	0.9957	0.9779	0.9707	0.0767
14	0.9969	0.9812	0.9767	0.0637
15	0.998	0.9823	0.9823	0.0534
16	0.9974	0.9829	0.976	0.0604
17	0.998	0.9848	0.9813	0.0521
18	0.9985	0.9862	0.983	0.0447
19	0.9986	0.9897	0.9869	0.0405
20	0.9986	0.9855	0.9838	0.0436
21	0.9988	0.9866	0.9855	0.0405
22	0.9987	0.9852	0.9855	0.043
23	0.999	0.9876	0.9862	0.0367
24	0.999	0.9918	0.9876	0.0345
25	0.9993	0.9883	0.9887	0.0333
26	0.999	0.9891	0.9898	0.0335
27	0.9995	0.9915	0.9915	0.0273
28	0.9994	0.9926	0.9905	0.027
29	0.9992	0.9922	0.9898	0.0277
30	0.9995	0.9929	0.9943	0.0254
31	0.9997	0.9936	0.9915	0.0224
32	0.9995	0.9929	0.9898	0.0255
33	0.9996	0.9922	0.9898	0.0244
34	0.9997	0.9943	0.9905	0.0233
